x_mm,y_mm,r_mm,ekin_MeV
-2.20319,0.939313,13.1906,5.41523
-12.3848,-3.37073,13.1913,5.42838
-5.27657,2.19665,13.1933,5.46882
5.0846,0.849308,13.1953,5.44933
4.28798,6.47578,13.1957,5.44017
-4.82054,7.18994,13.1959,5.43428
0.914795,3.2198,13.1964,5.46931
-10.1154,-5.01221,13.1972,5.39496
-5.38432,-9.34282,13.1976,5.44661
2.05495,8.19842,13.2004,5.45011
-4.17893,-1.26351,13.2008,5.39114
0.901362,-12.9386,13.2013,5.46141
0.459123,-2.04088,13.2017,5.44929
-1.76047,-4.54681,13.2019,5.42749
3.88651,-2.38525,13.202,5.46644
7.39633,3.8132,13.2031,5.43377
2.31581,5.82875,13.2035,5.45925
10.9558,-0.053555,13.2035,5.42058
-0.698024,2.1702,13.2038,5.45663
-9.44042,3.71017,13.2046,5.47322
-2.06409,-8.38868,13.2046,5.48805
-0.209478,3.00642,13.2047,5.44523
6.48856,-0.455696,13.2048,5.46337
3.87024,-4.80553,13.2049,5.4579
-7.94697,-1.20399,13.2054,5.46482
-3.27216,4.48027,13.2072,5.44861
-5.6923,6.70099,13.2077,5.44022
1.28526,-8.20085,13.2078,5.4497
1.18053,-2.85518,13.2084,5.4784
-2.93105,-5.71416,13.2087,5.49546
0.141866,-4.35999,13.2095,5.42845
-4.28057,-3.17155,13.211,5.43852
0.142612,2.84849,13.2111,5.44597
6.17625,-7.42207,13.2114,5.47415
-1.83353,3.60015,13.2125,5.45767
5.19826,8.9937,13.2125,5.46717
-5.27811,2.15232,13.2129,5.48633
1.42322,-8.73201,13.213,5.4303
-2.79316,2.35849,13.213,5.46122
-12.2808,-10.0739,13.2133,5.46495
7.91573,0.403439,13.2136,5.43893
9.15556,3.6494,13.2138,5.45894
-6.63087,-3.36265,13.2147,5.51277
3.1237,-10.9165,13.2157,5.44791
7.85627,2.6017,13.2168,5.44216
0.605593,3.75868,13.2168,5.44189
2.66986,-13.2363,13.2169,5.44594
5.51467,-10.4312,13.2171,5.46732
9.85566,6.60404,13.2175,5.50783
-0.156888,9.07513,13.22,5.46634
0.00349334,-2.45947,13.2203,5.45817
2.09179,9.52543,13.2212,5.49633
0.711431,1.43093,13.2217,5.47082
1.24279,1.68211,13.2219,5.4393
-2.1721,2.8385,13.2227,5.46193
0.999241,-0.395681,13.2229,5.46788
-10.1386,9.21073,13.2233,5.447
-4.17259,-8.64929,13.2241,5.43482
7.74891,5.41452,13.2242,5.44901
-0.0167891,0.980492,13.2242,5.44089
-30.7763,-0.467881,13.2243,5.49762
2.10636,2.01369,13.2265,5.48005
-4.03228,9.16885,13.2286,5.42792
-10.4605,-2.50788,13.2294,5.48313
8.29064,0.0108341,13.2295,5.45153
0.298484,-8.43749,13.2296,5.44848
3.63443,-4.5904,13.2298,5.43896
0.093675,-3.53805,13.2302,5.45035
15.0504,-5.1526,13.2302,5.46815
-5.4477,-6.77659,13.2304,5.42143
6.67937,3.92975,13.2312,5.45383
5.48599,7.49464,13.2312,5.45777
-6.004,3.14399,13.2316,5.43408
6.33214,-6.07552,13.2316,5.44614
7.73451,-0.840759,13.2322,5.43654
-8.57111,5.94745,13.2328,5.47025
35.3468,-13.9575,13.2329,5.56905
3.01033,-5.54722,13.2333,5.44054
8.71235,6.06051,13.2339,5.46802
-5.47357,1.17022,13.2346,5.43415
-3.16331,3.07871,13.2351,5.46227
-3.63617,8.30266,13.2353,5.46119
-7.71018,7.05317,13.2358,5.47837
1.86644,2.41842,13.2361,5.43949
4.3701,2.48947,13.2361,5.44546
9.61733,-3.62478,13.2366,5.45353
-2.65182,4.75779,13.2366,5.45781
-10.6461,1.90083,13.2368,5.43097
-4.34194,7.18853,13.2368,5.43376
-6.57931,3.10423,13.237,5.43471
6.27098,0.280491,13.237,5.40889
7.82946,-9.31953,13.2371,5.5038
4.26128,0.666931,13.2372,5.44558
-9.58445,6.58738,13.2382,5.43568
-5.65025,1.34552,13.2398,5.4531
8.12828,3.74813,13.2398,5.43121
-3.71546,-0.323111,13.24,5.42908
2.11903,2.39442,13.2403,5.48897
2.43083,2.91264,13.2404,5.44385
3.25182,9.38674,13.2406,5.46841
-4.06453,5.10221,13.2409,5.44475
2.02074,3.72898,13.2411,5.46105
4.53804,4.23126,13.2416,5.45336
-18.48,3.79554,13.2419,5.41235
4.2298,-4.80656,13.2423,5.48386
-6.55319,-8.93906,13.2428,5.46963
2.28593,4.31815,13.2433,5.45711
-4.09248,-7.45454,13.2468,5.46898
-4.03593,-2.25411,13.2468,5.4769
-5.64624,-1.94643,13.2481,5.46608
12.3634,-0.128642,13.2482,5.46426
-11.4245,-1.97983,13.2493,5.48228
4.05916,5.86108,13.2495,5.49214
0.0585386,1.59877,13.2498,5.44648
6.70723,-0.563885,13.251,5.46515
1.72241,6.43162,13.2513,5.47491
5.20802,-0.875607,13.2519,5.47275
-3.08343,-3.12027,13.2527,5.44523
-4.83961,7.11223,13.254,5.43895
2.38891,-6.12068,13.2544,5.41539
-7.83096,4.87049,13.2545,5.45605
-7.95929,1.88758,13.2551,5.4449
-1.58089,0.0218014,13.2559,5.47833
-5.6491,2.1197,13.2559,5.42694
-6.20636,6.57795,13.2565,5.45186
8.72351,-8.06158,13.2575,5.45402
-6.94742,-3.40824,13.2576,5.44368
-0.958281,-4.35627,13.259,5.43625
5.42921,-4.48168,13.2592,5.41241
0.205291,4.04059,13.2603,5.43801
4.53795,5.66664,13.2603,5.40442
-0.795152,-4.36162,13.2604,5.43163
-4.27645,5.14382,13.2604,5.45958
-8.05482,0.0697237,13.261,5.45541
0.759458,-4.86556,13.2618,5.47355
8.80172,-3.08283,13.2619,5.42844
-4.89367,6.06866,13.2621,5.44373
-8.70704,-2.95458,13.2626,5.47534
3.57681,12.0839,13.2627,5.43771
0.777241,5.5341,13.2627,5.43568
3.04887,10.9627,13.2641,5.45721
-4.33011,-7.54091,13.2643,5.42437
-3.36154,-5.73586,13.2648,5.46285
-1.95207,-13.1688,13.2654,5.41872
0.56462,10.4039,13.2666,5.44541
7.91169,-6.69707,13.2667,5.45586
2.81714,5.50409,13.2676,5.39167
0.40386,4.53733,13.2678,5.47516
7.22162,0.884565,13.2681,5.44796
0.542751,7.44215,13.2692,5.46236
-1.06493,-5.86705,13.2694,5.50534
-3.09255,-3.14209,13.2703,5.44127
-4.65904,-2.85777,13.2708,5.42391
0.177631,-0.140947,13.2713,5.43848
-0.536418,0.563606,13.2727,5.44951
1.43357,-11.1603,13.2745,5.44487
-5.46914,-1.09963,13.2752,5.46363
-7.47787,-7.24755,13.276,5.47467
4.64196,22.2393,13.2762,5.40494
0.888469,1.66316,13.2766,5.48269
-2.07303,1.02861,13.2767,5.4104
8.34555,-6.08277,13.2769,5.47939
-9.28359,0.806339,13.2774,5.49
5.62283,7.22778,13.279,5.45376
3.53263,-3.21026,13.2791,5.47974
-5.36259,-9.12854,13.2791,5.43656
1.22266,0.39694,13.2796,5.44111
0.388298,5.2796,13.2811,5.45518
11.0701,3.0109,13.2818,5.46812
-6.27301,1.607,13.2819,5.44236
-5.1482,1.71702,13.2823,5.49188
8.60721,2.50751,13.2832,5.46335
10.6363,0.686732,13.284,5.4818
8.58252,-5.31909,13.285,5.46592
-3.68249,4.58387,13.2861,5.42615
6.04583,-0.457133,13.2878,5.43048
9.74971,-0.434573,13.2894,5.44375
-6.83987,0.348229,13.2895,5.41157
-0.879415,-11.9146,13.2896,5.43702
0.955943,-5.66789,13.291,5.43932
4.37133,4.68563,13.2924,5.47977
-1.58093,3.3739,13.2931,5.44842
1.96886,6.74234,13.2933,5.44108
-9.0288,-9.86801,13.2949,5.42393
-10.6842,7.80632,13.2953,5.4479
9.01413,0.695111,13.2956,5.47011
-5.20603,6.76894,13.296,5.4805
-1.74446,10.5946,13.2966,5.45097
-3.49447,6.91527,13.2973,5.4696
3.47338,5.97564,13.2974,5.45494
-0.742691,-6.28255,13.2986,5.46132
-7.30866,2.59264,13.3024,5.45614
1.30301,4.02211,13.3026,5.46336
1.21129,6.96293,13.3033,5.4542
-5.84239,-0.197421,13.3037,5.39532
1.01181,-7.03171,13.3043,5.44646
4.06352,-7.11067,13.3045,5.43159
1.28539,10.6105,13.3049,5.45456
6.01905,-10.0319,13.3059,5.44384
-2.51536,2.12124,13.3071,5.52408
1.35078,8.79258,13.3074,5.49378
-4.62214,-10.5277,13.3079,5.44492
10.3299,2.51526,13.3081,5.48537
-7.54314,6.81814,13.3086,5.44725
-4.82655,-7.82362,13.3103,5.44706
-4.81158,4.49983,13.3125,5.4697
5.12137,4.48145,13.3127,5.44352
-5.68064,3.81163,13.3129,5.4741
-2.64351,-3.11585,13.313,5.47447
-2.03637,-0.537692,13.3134,5.45209
-0.2295,-2.80927,13.3134,5.45999
-4.28073,-3.12816,13.3138,5.4492
1.81613,1.16775,13.3147,5.45219
5.36784,-0.834561,13.3151,5.48058
-5.65853,2.46234,13.3165,5.44158
6.78236,1.46128,13.3165,5.43732
7.51294,-0.197329,13.3173,5.46318
-0.420968,-8.00476,13.3176,5.44302
-1.1529,4.32603,13.3177,5.43091
5.22593,2.80743,13.3182,5.42102
10.661,6.2311,13.3185,5.47554
-5.05981,7.30874,13.319,5.47917
2.68562,-7.24222,13.3195,5.39919
2.79521,-2.82402,13.3202,5.42965
-5.37534,6.489,13.3203,5.42889
2.76132,7.45916,13.3213,5.44914
0.991567,-5.11349,13.3217,5.46639
-3.13132,4.982,13.3218,5.47424
-10.8271,-3.54233,13.3224,5.44381
-1.05615,-8.60418,13.3227,5.47866
-10.298,-0.967278,13.323,5.46481
5.61426,-1.83736,13.324,5.47027
1.00079,0.50159,13.3241,5.42766
7.7544,6.10638,13.3261,5.4676
1.18695,-1.46697,13.3263,5.42953
-7.14571,-5.15218,13.3264,5.47125
1.65419,5.85727,13.3273,5.42979
-6.33478,6.08762,13.3279,5.42458
-12.1396,2.43959,13.3282,5.45221
7.39728,5.39166,13.329,5.43309
3.87018,-6.34046,13.329,5.47162
-6.15626,5.91511,13.3295,5.46454
5.52112,-3.68194,13.3301,5.47739
4.2975,3.03879,13.3309,5.46773
8.80831,-0.996877,13.3309,5.42565
-8.36936,1.39289,13.3316,5.42126
6.50753,-4.80431,13.3319,5.46116
4.4478,6.44509,13.3365,5.47004
0.709491,-6.18431,13.3366,5.47748
-0.674722,-4.55889,13.3377,5.3999
6.36335,-2.89948,13.3381,5.44297
0.292513,-3.83987,13.3394,5.43829
2.10199,-3.35029,13.34,5.43534
-1.82811,2.80214,13.3402,5.45086
-8.1983,3.34558,13.3407,5.45455
-7.45435,-2.07806,13.3417,5.46107
-1.09966,-1.40163,13.3418,5.42285
1.54346,-8.23631,13.3422,5.44859
7.96073,-2.94753,13.3426,5.44122
-6.47912,-1.58889,13.3439,5.4369
1.45015,9.97914,13.3456,5.4518
-6.41755,-2.01618,13.3459,5.45895
-2.31907,7.38105,13.3474,5.52426
4.71323,5.74755,13.3475,5.5101
5.71373,7.99049,13.348,5.44542
2.11983,8.02738,13.3492,5.44653
2.38265,-6.56408,13.3494,5.47204
1.67552,-7.15286,13.3496,5.46835
-4.832,-4.60094,13.3506,5.46762
9.19156,5.12385,13.3511,5.45176
-5.06402,0.13152,13.352,5.43842
-8.20373,3.16332,13.3524,5.47004
-3.55028,1.87201,13.3527,5.44751
4.24985,-3.36892,13.3529,5.43559
-7.30876,6.45509,13.3531,5.45494
0.506962,3.26665,13.3536,5.39699
0.02287,-3.76484,13.3546,5.48096
4.40908,8.59379,13.3553,5.46305
-5.86505,-2.83107,13.3562,5.45299
2.859,-0.935578,13.3563,5.48261
-4.5619,1.24188,13.3565,5.40219
-6.44215,1.22885,13.3568,5.46248
-8.79531,6.06951,13.3568,5.49414
6.31631,-0.485765,13.357,5.46942
-9.65091,1.39575,13.3574,5.47779
-1.53191,-7.86623,13.3584,5.44556
0.35026,8.03132,13.3594,5.46613
1.80411,-5.11461,13.3594,5.46895
1.79717,12.1647,13.3614,5.39856
-1.16734,-4.46539,13.3614,5.45299
-4.30692,4.80646,13.3622,5.47256
-2.86256,-12.3311,13.3629,5.41956
1.0178,-4.87915,13.3632,5.40768
-0.600908,-7.45426,13.364,5.41705
-6.42061,-5.00964,13.3654,5.44329
-7.84273,-1.93763,13.3663,5.43881
-0.258429,8.63411,13.3667,5.44653
8.87152,-8.09794,13.3669,5.44477
3.53524,5.00793,13.3684,5.41349
-4.97448,20.1095,13.3695,5.45445
-3.96595,-8.44301,13.3697,5.42148
5.14956,2.37025,13.3705,5.44155
2.97417,2.68975,13.3729,5.44552
-9.3358,4.00651,13.3737,5.46307
-3.30146,-0.864479,13.3744,5.49327
-11.1208,-2.01525,13.3748,5.39567
-7.36431,-0.997875,13.3752,5.40459
6.19977,8.61299,13.3753,5.44548
-1.7243,9.66286,13.3758,5.47839
0.766147,0.0148144,13.3767,5.44511
-2.29975,4.98096,13.3769,5.49156
-6.71678,-1.42981,13.3779,5.44712
-4.42509,7.14672,13.378,5.4763
1.70842,-1.7722,13.3793,5.44724
10.2757,-2.76152,13.3799,5.44985
-4.47434,-4.55061,13.3799,5.48821
1.08076,-0.773621,13.3801,5.42578
1.29509,-5.80969,13.3813,5.42744
-3.71765,6.65431,13.3827,5.46611
0.647503,-3.90778,13.3835,5.43282
-7.82176,-6.81063,13.3836,5.41425
6.2346,5.85027,13.3845,5.48354
-0.823168,-0.652507,13.3847,5.41665
4.24785,6.17191,13.385,5.46004
1.55757,-4.80531,13.3854,5.40888
-6.28915,-6.70823,13.3855,5.47967
-0.295737,-1.07164,13.3863,5.44095
-8.35783,-0.607424,13.3874,5.4494
-0.863178,0.884517,13.3878,5.42699
-3.43172,7.53788,13.388,5.38778
-3.386,-4.72522,13.3891,5.47443
7.44093,-8.48037,13.3894,5.44532
-1.9802,1.7629,13.3902,5.45972
-2.21709,-11.5859,13.3932,5.49401
2.51128,-3.74376,13.3944,5.46367
4.64012,7.07291,13.3945,5.42026
1.56438,2.45428,13.3947,5.43711
-2.36642,3.77348,13.395,5.38562
-6.29186,-5.75491,13.3951,5.48522
-5.93826,8.51812,13.397,5.42378
-0.188285,-7.66482,13.3977,5.45512
5.33845,-5.63228,13.3987,5.42467
-12.2707,8.1805,13.3998,5.46997
-0.476587,10.0287,13.4038,5.42778
0.641529,1.83699,13.4039,5.44465
1.85885,3.10608,13.4044,5.44414
-0.537735,5.03322,13.4058,5.48599
-3.86949,-2.93865,13.406,5.41724
5.76045,-5.94888,13.4061,5.44832
6.73854,1.21758,13.4062,5.48897
-8.81711,-8.38421,13.4072,5.4566
6.10804,0.738279,13.4074,5.44265
5.95685,9.01822,13.408,5.47258
4.33696,7.56771,13.4087,5.45783
8.59201,3.2422,13.409,5.4644
-4.06813,9.13732,13.4094,5.45023
-2.86073,-3.01289,13.4095,5.46455
2.71592,-5.18088,13.4101,5.46732
4.14835,5.84891,13.4125,5.45273
-2.69028,-1.33299,13.4126,5.48877
-4.14299,-6.7313,13.4131,5.41751
1.27306,4.08527,13.4135,5.44703
-6.1329,-9.2604,13.4136,5.39278
-3.58315,-0.356257,13.4136,5.46682
-7.13859,2.89932,13.4141,5.48817
-2.66535,-5.60764,13.4152,5.45117
-6.21648,5.95029,13.4157,5.4221
4.88491,3.29698,13.4168,5.46219
-8.7989,9.98287,13.4182,5.41815
-9.46549,-3.17357,13.4185,5.47571
4.17308,2.81445,13.4199,5.43206
3.33623,1.28492,13.4204,5.44718
4.44138,2.74395,13.4205,5.48654
5.61499,-5.10547,13.4211,5.44364
-8.01132,-4.17599,13.4216,5.4047
7.6478,1.99199,13.4217,5.47268
6.31916,4.07399,13.4229,5.46553
2.05114,-6.89942,13.4233,5.46945
-7.29127,1.27192,13.4234,5.43804
3.79851,5.90703,13.424,5.44835
2.14523,9.37798,13.4251,5.48652
5.79121,-2.83029,13.4251,5.46084
-6.25676,4.76457,13.4255,5.46551
-18.9329,4.82842,13.4256,5.42894
-1.3785,9.32605,13.4257,5.45627
-0.961533,-5.28151,13.4261,5.50159
7.80254,-6.38461,13.4261,5.44676
0.644462,1.8518,13.4265,5.47843
-1.31018,-0.0719433,13.4267,5.47887
7.02285,5.87574,13.4272,5.41731
44.5741,-35.2743,13.4275,5.65051
-2.63658,-5.86599,13.4293,5.44271
2.17512,0.138243,13.4294,5.44662
0.255753,-8.64023,13.4305,5.45812
0.367558,5.33198,13.4311,5.4243
-5.09617,-1.61742,13.4318,5.41221
-5.36141,8.53315,13.4331,5.45076
-6.21127,4.54872,13.4334,5.43189
-0.401449,9.53442,13.4336,5.44811
8.10703,5.05387,13.4352,5.41417
0.326474,-7.70293,13.436,5.41316
-7.66069,5.37253,13.4365,5.45465
3.05361,-1.65602,13.4373,5.41362
6.25297,0.335833,13.4389,5.47021
-12.3922,6.07726,13.4402,5.42015
-2.68047,-1.22941,13.4403,5.47365
-2.58921,-5.27803,13.4406,5.4497
-2.02177,-8.86569,13.4411,5.45055
-6.34969,-0.593586,13.4415,5.47486
-0.977121,13.7543,13.4421,5.49483
4.37711,7.69502,13.4435,5.45247
2.04406,-2.41392,13.4445,5.39072
-3.12889,7.28802,13.4451,5.45856
-5.51216,2.80831,13.4456,5.47397
-5.59031,5.35564,13.4456,5.41067
-4.86716,1.22435,13.4457,5.4724
-12.2461,-4.2909,13.4467,5.45913
1.28737,1.74476,13.4468,5.40905
6.66636,-0.103048,13.4468,5.42893
-2.98618,-1.39488,13.451,5.44452
-5.5178,1.08813,13.4518,5.47794
3.86778,-8.30393,13.4531,5.40633
-5.99421,-0.881263,13.4534,5.48488
-0.194633,-5.74801,13.4544,5.467
-2.70153,0.0615456,13.4546,5.46803
6.02568,-3.3156,13.4555,5.46929
-2.99446,8.57032,13.4556,5.49843
1.71264,-3.13455,13.4557,5.42495
2.60568,-9.98604,13.4562,5.48034
0.822718,3.53602,13.4564,5.50204
-1.7931,7.27241,13.4569,5.40982
-3.13734,-0.00588254,13.4584,5.45976
-4.70078,6.07353,13.4588,5.44982
-8.64436,3.68046,13.4593,5.43172
-9.753,-4.91317,13.4598,5.47462
8.56098,-1.37723,13.46,5.48654
-8.90542,1.46721,13.4609,5.46073
-4.78933,10.3521,13.4615,5.45946
-8.88357,-3.55061,13.4617,5.45882
9.4344,-2.88172,13.4619,5.43825
-2.89432,1.97131,13.4624,5.44213
3.82603,7.94994,13.4643,5.44741
-1.36064,5.29041,13.4643,5.45029
-5.45445,-1.1135,13.4645,5.4752
8.98227,-5.91776,13.4651,5.42462
1.13627,5.90188,13.4659,5.43815
7.78902,4.35367,13.466,5.46922
4.02796,9.87062,13.4663,5.44175
2.18645,-7.05385,13.4673,5.4446
-1.83497,-5.52811,13.4673,5.45937
5.60719,-2.78421,13.4681,5.44027
-8.56274,1.517,13.4682,5.45215
6.69628,-4.42408,13.4701,5.48196
-4.48128,-0.36248,13.4717,5.45205
0.236616,-3.00932,13.4734,5.4257
1.40279,3.0425,13.4736,5.44315
2.75037,0.273925,13.4754,5.48312
-7.06814,-6.65238,13.4755,5.46492
-2.32394,7.20409,13.476,5.40359
-5.08186,-1.78101,13.4794,5.43146
-8.12842,9.01482,13.4805,5.45253
-0.628298,-7.24497,13.4809,5.42924
-10.3073,-3.38475,13.4813,5.47413
7.3935,-9.18116,13.4814,5.49191
7.0384,1.93534,13.482,5.44539
0.163537,-2.23004,13.4824,5.45721
9.58012,4.07426,13.4825,5.42877
-25.9393,10.1751,13.4826,5.47639
-4.96653,2.75259,13.4839,5.4244
11.6618,-2.52117,13.4842,5.43637
-0.100352,-10.0109,13.4843,5.44284
4.30922,-2.89952,13.4846,5.4771
7.24994,7.54679,13.4852,5.46889
-7.04764,6.84709,13.4859,5.41826
3.80856,6.90057,13.4884,5.47194
0.949603,-8.49483,13.4896,5.44542
-1.47851,7.91996,13.4901,5.49151
8.72904,5.7719,13.4903,5.43182
7.84904,-6.05953,13.4905,5.47487
-8.39187,-4.35858,13.4907,5.4533
-6.73127,-6.57761,13.4908,5.452
-1.66176,-3.74276,13.4911,5.44691
0.115273,3.15963,13.4913,5.4383
3.53258,4.37618,13.4915,5.47089
-6.61889,-4.79633,13.4923,5.46105
3.25208,6.68679,13.4926,5.45272
1.73974,2.27186,13.4932,5.45144
4.02679,10.5579,13.4951,5.4263
-10.9495,-0.0455428,13.4957,5.42151
-6.29692,-4.94998,13.4958,5.44987
8.95473,4.96445,13.496,5.44042
7.73325,-5.26803,13.4965,5.44586
-4.64867,-0.680543,13.4968,5.45883
3.01885,9.66209,13.4968,5.43473
6.55466,-4.43035,13.497,5.44257
-8.09368,0.0119913,13.4972,5.46171
-11.9847,-2.73781,13.4979,5.45566
-8.35332,2.998,13.4982,5.45738
-8.17934,7.08841,13.4983,5.44207
-0.453558,-5.16595,13.4993,5.45497
5.04909,-1.9702,13.5,5.47577
-1.80719,-3.10249,13.5002,5.49443
-5.70692,6.02763,13.5018,5.5006
-4.79923,1.43819,13.5021,5.44692
3.41976,-12.8635,13.5027,5.45621
8.65665,5.44061,13.5027,5.47657
3.46358,3.39013,13.5028,5.48017
8.52626,-6.79065,13.5029,5.4441
6.90752,-12.4146,13.5033,5.46641
2.30596,8.47206,13.5049,5.43689
6.22734,-4.93433,13.5053,5.4548
0.881598,10.3728,13.506,5.43736
3.88303,4.54191,13.506,5.42264
11.4864,0.0387455,13.5064,5.42962
-4.36111,-0.693977,13.5065,5.45035
4.21804,6.05388,13.5069,5.44551
2.36914,-1.28654,13.5075,5.42692
-0.454723,-4.89856,13.5082,5.42877
-6.88523,1.22757,13.5087,5.45827
2.17768,-1.36286,13.509,5.43051
-6.06281,-7.88402,13.5094,5.44913
-4.7766,4.64343,13.5098,5.49004
-7.61029,-5.28059,13.5102,5.45525
6.94794,5.31414,13.512,5.47556
0.0282121,7.5885,13.5139,5.4661
-9.47654,0.306973,13.5146,5.46201
-2.13268,10.739,13.5149,5.4803
-8.86347,1.99183,13.515,5.46818
0.57947,-0.709524,13.5151,5.49749
-4.20744,-2.30345,13.5154,5.42853
0.387658,-3.43333,13.5156,5.47959
6.06998,1.7836,13.5165,5.46209
-6.54688,-9.83091,13.5171,5.4494
2.48178,-0.872633,13.5177,5.44759
9.05074,-3.25688,13.518,5.42018
-1.39387,17.698,13.5183,5.44937
-5.50753,-2.07223,13.5194,5.46493
-9.69768,16.4482,13.5202,5.47176
-1.16608,-1.93972,13.5206,5.46268
8.11017,1.88323,13.5206,5.47158
-1.80686,-1.91146,13.5213,5.41646
-7.45588,-1.67411,13.5218,5.47552
-4.14754,-7.44752,13.5221,5.49652
-8.56727,-4.61394,13.5223,5.45808
7.71153,-0.443239,13.5224,5.46448
-5.82263,-17.3349,13.5227,5.47295
-4.32397,6.81161,13.5234,5.48159
0.258121,9.1952,13.5236,5.44954
1.29504,-6.30785,13.524,5.45463
7.744,5.6044,13.5246,5.4782
2.41234,3.71807,13.5249,5.47259
-1.42514,1.02813,13.525,5.45041
-6.79347,0.802572,13.5261,5.38224
-0.511055,1.96237,13.5275,5.46113
-6.25841,-7.79954,13.5275,5.43037
-2.93474,-10.8165,13.5275,5.38048
-7.43786,-1.86427,13.5276,5.4113
-8.24565,3.72959,13.5276,5.43943
1.66114,-0.469641,13.5278,5.49338
-5.03576,5.99791,13.5294,5.45076
-0.226425,-5.63633,13.5304,5.44487
5.83616,4.84636,13.5307,5.45543
-3.92737,-5.14586,13.5312,5.4921
-0.940747,1.52392,13.5327,5.4872
5.92234,3.62286,13.5329,5.46386
4.45861,3.22942,13.5337,5.42213
-5.55078,0.138501,13.5339,5.49009
-8.94482,-10.8218,13.534,5.41659
7.029,-1.43288,13.534,5.43785
5.39107,2.05111,13.5346,5.48099
-6.29253,-5.25601,13.5351,5.42247
5.37093,2.52767,13.5358,5.45774
5.43711,0.304545,13.5359,5.43999
3.25499,7.97891,13.5359,5.42246
-3.02221,-5.52531,13.5375,5.45359
0.0420592,-1.62713,13.5376,5.46599
6.20904,1.38148,13.5377,5.46609
0.283588,-5.37693,13.5377,5.4287
4.839,5.37842,13.5388,5.47975
1.4955,-7.99418,13.5395,5.45326
-5.56449,1.04701,13.5398,5.37824
0.956791,2.54863,13.5402,5.48039
-5.47881,-3.86771,13.5413,5.46464
-3.92465,-0.662576,13.5421,5.46194
-9.3315,-1.46937,13.5425,5.43345
7.2474,1.51949,13.5427,5.44417
6.98176,-7.60401,13.5453,5.47397
-3.17461,2.33717,13.5454,5.50853
4.76008,3.30276,13.5457,5.43497
1.16125,-4.13289,13.5461,5.44093
-8.41805,-0.121837,13.5479,5.44699
-0.444779,-3.11071,13.5481,5.46848
4.68408,1.75177,13.55,5.46286
7.71371,1.75967,13.5504,5.43477
0.251887,-7.53079,13.5512,5.43351
-5.69978,1.75138,13.5514,5.45898
-1.24529,5.24602,13.5518,5.4701
-7.19176,-6.26658,13.5539,5.42491
-0.0346327,-4.75156,13.5547,5.44305
-1.43573,-5.5813,13.5547,5.43708
1.10334,-11.1768,13.5547,5.45535
7.61596,14.1335,13.5565,5.45021
-5.77962,4.89243,13.5582,5.47954
0.911017,-6.37932,13.5585,5.46604
-1.57604,6.03345,13.5591,5.49293
-3.46452,-1.29164,13.5614,5.46817
9.88112,0.551812,13.5621,5.47877
-2.42776,1.92688,13.5629,5.46564
10.6076,-5.80739,13.5639,5.48485
6.55381,10.093,13.5642,5.45778
1.79715,-7.22312,13.5654,5.43399
2.35737,-4.23301,13.5664,5.42399
-2.17324,8.57453,13.5688,5.3972
-4.07079,-2.70613,13.5689,5.47372
1.97357,-4.47007,13.5695,5.44876
2.38548,-3.54977,13.5695,5.45222
0.201784,7.39271,13.5701,5.43622
7.13565,1.45863,13.5715,5.37228
7.22787,-22.1445,13.5717,5.47431
3.39795,10.023,13.5726,5.45119
10.093,-10.0372,13.5742,5.44239
1.63545,-3.00557,13.575,5.45589
2.1365,8.96935,13.5767,5.44085
-8.15272,-2.49379,13.5769,5.45103
-4.20044,1.22464,13.5772,5.45495
-8.21703,1.99205,13.5802,5.41475
-0.277106,-11.4264,13.5802,5.43206
6.18777,-6.85954,13.5806,5.47275
-2.88245,2.66682,13.5823,5.45181
0.448138,8.42951,13.5826,5.49103
7.39431,4.55494,13.5844,5.41878
-3.60742,9.8207,13.5873,5.407
-7.16775,-0.552004,13.5901,5.45964
2.9888,1.76158,13.5911,5.43564
2.02849,6.32073,13.5938,5.46088
2.88925,2.01757,13.5939,5.48043
-2.28658,5.53974,13.5943,5.46635
1.08188,-11.8466,13.5946,5.45715
-7.47207,-4.93663,13.5948,5.42483
-1.21124,-4.95087,13.5968,5.47306
2.41341,-1.4943,13.5973,5.53283
-5.61984,-1.10567,13.5988,5.44467
1.62906,1.57273,13.5991,5.43895
4.05242,-2.23431,13.5996,5.45837
-4.65916,-3.83751,13.6008,5.44176
2.83731,4.14158,13.6036,5.43598
0.867588,-2.07635,13.6042,5.45824
-9.85763,-10.9787,13.6047,5.45868
0.662318,-5.37173,13.605,5.4305
-6.51361,-5.71906,13.6057,5.44621
-5.40892,-2.30993,13.6057,5.45061
8.02127,-6.70907,13.6061,5.46763
6.06964,2.67975,13.6075,5.45801
3.83122,2.62721,13.609,5.47797
6.80329,-4.79404,13.6099,5.48704
7.20935,5.08856,13.6111,5.43645
-3.14555,7.28807,13.6116,5.43415
9.04275,2.35622,13.6116,5.42197
-2.05939,0.837489,13.6121,5.41078
-1.95058,7.13737,13.6128,5.43993
1.5364,-1.51535,13.6131,5.43252
1.23325,-3.02762,13.6131,5.46151
3.59016,1.01854,13.6136,5.47527
-1.32654,-6.24659,13.6141,5.4458
6.91791,-3.8752,13.6154,5.41632
-8.49117,-0.545935,13.6171,5.41858
-3.96606,-5.22522,13.6173,5.43439
-4.53777,-3.69861,13.6187,5.46393
-7.20545,0.442772,13.6188,5.45362
